Institute code,College Name,Fees,GOVERNMENT/PRIVATE,Location,Computer_ CET_cuttoff ,Computer_JEE_cuttoff ,GENERAL_cuttoff,OBC_cuttoffs,SC/ST_cuttoff,EWS_cuttoffs,Quota(management)(yes/no),Intakes(seats),Placement   (on_campus)(yes/no),college_hostels_available,Academic rating (out of 5),Faculty rating(out of 5),Infrastructure rating (out of 5),accomodation rating (out of 5),Placement rating (out of 5),Overall rating (out of 10)
2250,Aurangabad College of Engineering,60500,Un-Aided,"Gut No 52, Tuljapur Shivar,Harsul-Sawangi, Naygoan road,Aurangabad (M.S), India",80.04,61.1804012,78.87,69.3,56.74,80.04,Yes,60,Yes,Yes,,4,2.25,,4.5,
6605,COLLEGE OF ENGINEERING VAIRAG,60000,Un-Aided/ Non-Autonomus,"Dhengale-Patil Nagar, Sasure-Vairag, Gat No.67, Barshi - Solapur Rd, Vairag, Maharashtra 413402",69,65,69,65,67,76,yes,,,Yes,,,,,,
6609,JAIHIND COLLEGE OF ENGINEERING,75000,Un-Aided/ Autonomus,"SH 52, Narayangaon - Junnar Rd, Narayangaon, Pimpalgaon Tarfe Narayangaon, Maharashtra 410502",75.17,67.125118,78.8754662,76.6367377,48.0589023,78.5775598,Yes,120,Yes,Yes,,4,3,,1.25,
5322,JAMIA INSTITUTE OF ENGINEERING AND MANAGEMENT STUDIES,64600,Un-Aided Religious Minority-Muslim,"Jamia Campus, Molgi Road, Akkalkuva, Maharashtra 425415",78,69.55,76.67,74.2,44.56,78.34,Yes,,,yes,,,,,,
2245,"LEELAVATI AWHAD INSTITUTE OF TECHNOLOGY, MANAGEMENT STUDIES & RESEARCH",90000,Un-Aided/ Autonomus,"47XH+945, Kanhor, Maharashtra 421503",87,69.55,,,,65,Yes,,Yes,Yes,,,,,,
2252,Marathawada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies,25000,Un-Aided,"Shri Shivaji Institute Of Engg. & Management Studies, Vasmat Road, Parbhani-431401",65.5,45.1138412,65.4207881,58.7429854,47.387098,69.2172491,Yes,60,Yes,Yes,,4.5,4.5,,4.5,
6444,SHRIRAM INSTITUTE OF ENGINEERING AND TECHNOLOGY CENTRE,35310,Un-Aided,"RXRC+R67, Paniv, Maharashtra 413118",89,18.3219912,82.34,76.5,43,75,Yes,120,Yes,Yes,,3.5,3.5,,2.5,
6625,Universal College of Engineering & Research,85000,Un-Aided,"S.No. 430, Sasewadi,( Near Katraj New Tunnel) Tal.Bhor,Dist. Pune 412 205.",82.25,73.8220541,82.251586,78.067557,76.839044,82.869523,Yes,120,Yes,Yes,,4.15,4.25,,4.5,
5408,Vidya Niketan Institute Of Engineering And Technology,64000,Un-Aided,"Pune-Nashik highway, At/post - Bota, Tal-Sangamner, Dist.- A. Nagar, 422602 Sangamner, Bota, Maharashtra 422602",59.9,33.7340887,59.8623853,50.6107355,,55.4490884,Yes,30,Yes,Yes,,4,3.5,,3,
2254,Vilasrao Deshmukh Foundation Group of Institutions,53000,Un-Aided/ Autonomus,"Plot No.165A, Additional MIDC,Near to Manjara Sugar, Barshi Road,Latur,Maharashtra 413531",71.3,67.423024,71.8303504,68.9337823,58.5474069,74.1356658,Yes,60,Yes,Yes,,3.5,3.5,,3.5,
5380,Adsuls Group Of Institutions,90000,Un-Aided,"tal-Chas ,dist-A.nagar",65.89,63.78,65.89,60.45,50.67,65.32,Yes,60,Yes,Yes,,3.75,3.5,,3.25,
2255,"Balaghat Eengineering College,Ruddha",70000,Private,"Nanded Highway, Rudha, Ahmedpur, Taluka - Ahmedpur,Dist-Latur;",78.9,76.86,78.9,74.56,62.67,76.56,Yes,60,Yes,Yes,,3,3.5,,2.5,
6276,Cummins College of Engineering For Women,160000,Un-Aided,"Karvenagar, Pune",98.74,96.25,98.73,98.16,85.13,94.45,Yes,180,Yes,Yes,,4.5,4,,4.5,
6628,Dattakala Group Of Institutions,100000,Un-Aided,"Swami-Chincholi, Daund,Pune ,Maharashtra",89.9,85.78,89.89,83.76,65.76,80.98,Yes,60,Yes,Yes,,3.5,3.5,,3.5,
11214,Dhananjay Mahadik Group of Institutions,100000,Un-Aided,"A/P: Vikaswadi, Tal: Kagal,Dist: Kolhapur, Maharashtra 416217,",87.67,83.45,87.67,86.78,55.12,85.65,Yes,60,Yes,Yes,,3.5,3.5,,3.5,
6632,Navsahyadri Education Society's Group of Institutions,312000,Un-Aided,"Pimpri-Chinchwad, Hinjewadi, Pune, Maharashtra",82.36,80.98,82.36,80.68,51.45,79.12,Yes,60,Yes,Yes,,3.5,3.5,,3.5,
1341,PURANDAR COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,90000,Un-Aided,"Kondhwa-Saswad Road, Pune, Maharashtra.",80.98,79.32,80.98,76.67,72.34,78.67,Yes,60,Yes,Yes,,3.5,3.25,,2.75,
6635,Samarth Group of Institutions,80000,Un-Aided,"Kalyan-Ahmad Nagar Highway, Belhe, Tal-Junnar, Pune, Maharashtra.",85.45,83.23,85.54,80.3,56.45,81.67,Yes,120,Yes,Yes,,3.5,3.5,,3.5,
1180,SANMATI ENGINEERING COLLEGE,675000,Un-Aided,Chennai,78,,,,,,Yes,,,Yes,,,,,,
1000,Shree Ramchande College of Engineering,276000,Private,"Shree Ramchandra College Of Engineering Pune.
Gate No 351/333-1 ,Pune -Nagar Road ,Bakori Phata Wagholi Pune-412216.",78.71,72.2,78.71,61.1,55.5,75.02,Yes,60,Yes,Yes,,2,1.5,,2.25,
1001,VISHWESHWARAYYA COLLEGE OF ENGINEERING,151000,Public/Government," 6HFQ+H98, Patel Guda, Mangalpalle, Telangana 501510",88.81,,80.01,74.01,65.05,68.02,Yes,60,Yes,Yes,,2,4,,4.35,
1002,"Government College of Engineering, Amravati",340640,Government,"Gcoea, Amravati, Maharashtra 444604",97.81,95.06,94.02,90.2,84.02,95.7,Yes,60,Yes,Yes,,4,4,,3.5,
1005,"Sant Gadge Baba Amravati University,Amravati",200000,Autonomous,"Camp Area, Near Tapovan Gate, SRPF Colony, Amravati, Maharashtra 444602",94.8,97,95.77,92.02,80,95.77,Yes,60,Yes,Yes,,4,4,,4.25,
1012,"Government College of Engineering,Yavatmal",156000,Government,"Naringe Nagar, Pimpalgaon, Yavatmal, Maharashtra 445001",89.25,80,82.25,85.04,80.45,86.05,Yes,60,Yes,Yes,,3.5,2.5,,1.75,
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",270000,Un-Aided,"SSGMCE, SBI Colony, Shegaon, Maharashtra 444203",72,70.34,69.78,56.76,43.22,50.5,Yes,60,Yes,Yes,,3.5,2.5,,2.75,
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",435000,Private,"Prof. Ram Meghe Square, Anjangaon Bari Rd, Badnera, Amravati, Maharashtra 444701",74.14,75,75,55.5,45,45.55,yes,60,yes,yes,,4,3.5,,3.05,
1107,"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",376528,Autonomous,"Shri Gajanan Township ,Pote Estate, Kathora Road, Amravati",88.09,86.97,88,74.76,78,74.55,yes,60,yes,yes,,4,4,,5,
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",169000,Autonomous,"NH 6, Opposite Nemani Godown, Nimbora, Badnera Rd, Amravati, Maharashtra 444701",82.87,82,80,70,69,65.65,yes,60,yes,yes,,3.5,3.5,,3.5,
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",182000,Private,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",71.4,70.4,70.5,65.5,68,70,yes,60,yes,yes,,3.5,3.5,,4,
